68;2031.00;12.48;2326.00;big
69;2145.00;14.70;2140.00;big
69;2270.00;12.28;2171.00;big
70;1782.00;9.70;2717.00;big
70;1652.00;9.70;2485.00;big
71;2403.00;10.85;2483.00;big
71;2318.00;12.45;2454.00;big
72;2511.00;10.15;2420.00;big
72;2355.00;16.52;2351.00;big
73;2388.00;9.80;2209.00;big
73;2480.00;11.55;2292.00;big
74;1984.00;9.70;1661.00;big
74;2056.00;9.80;1654.00;big
75;2118.00;9.50;1716.00;big
75;2186.00;9.70;1671.00;big
76;2512.00;9.80;1939.00;big
76;2459.00;11.00;1901.00;big
77;2393.00;13.50;1782.00;big
77;2454.00;10.60;1838.00;big
78;2308.00;11.23;1730.00;big
78;2205.00;10.88;1768.00;big
79;2087.00;12.10;1787.00;big
79;2091.00;9.70;1889.00;big
80;2369.00;10.18;2094.00;big
80;2288.00;12.38;2049.00;big
81;2067.00;15.18;2043.00;small
81;2099.00;11.70;1997.00;small
82;2143.00;11.78;2025.00;big
82;2219.00;10.15;2002.00;big
83;2394.00;12.05;1850.00;big
83;2338.00;13.50;1818.00;big
84;2296.00;14.25;1863.00;big
84;2337.00;15.15;1906.00;big
85;2109.00;11.23;1938.00;small
85;2072.00;9.88;1977.00;small
86;2188.00;9.82;1927.00;big
86;2232.00;14.18;1829.00;big
87;2423.00;10.12;1980.00;big
87;2378.00;12.10;1943.00;big
88;1397.00;12.12;1689.00;big
88;1514.00;9.73;1758.00;big
89;1683.00;10.20;1188.00;big
89;1716.00;9.70;1251.00;big
90;1223.00;10.70;833.00;big
90;1056.00;11.35;760.00;big
91;1100.00;12.68;1514.00;big
91;1186.00;9.70;1418.00;big
92;3021.00;9.50;566.00;small
92;2906.00;9.50;565.00;small
93;3086.00;9.50;589.00;big
93;3203.00;9.50;578.00;big
94;2253.00;9.50;302.00;big
94;2231.00;9.50;208.00;big
95;3228.00;9.50;491.00;big
95;3316.00;9.50;418.00;big
96;2148.00;9.50;2868.00;big
96;2048.00;9.50;2837.00;big
97;2001.00;9.50;1062.00;big
97;2016.00;9.50;1180.00;big
98;2136.00;9.50;1205.00;big
98;2292.00;9.50;1229.00;big
99;2131.00;9.50;1557.00;big
99;2252.00;9.50;1608.00;big
100;2245.00;9.50;1435.00;big
100;2309.00;9.50;1350.00;big
101;2029.00;9.50;983.00;big
101;1999.00;9.50;835.00;big
102;1882.00;9.50;1454.00;big
102;1955.00;9.50;1600.00;big
103;1759.00;9.50;1346.00;big
103;1766.00;9.50;1204.00;big
104;1864.00;9.50;813.00;big
104;1850.00;9.50;713.00;big
105;1875.00;9.50;979.00;big
105;1882.00;9.50;1200.00;big
106;2093.00;9.50;1440.00;big
106;1992.00;9.50;1314.00;big
107;2940.00;9.50;1035.00;big
107;3032.00;9.50;1070.00;big
108;3191.00;9.50;2740.00;big
108;831.00;9.50;2613.00;big
109;2303.00;9.50;2946.00;big
109;2501.00;9.50;3039.00;big
110;3021.00;9.50;79.00;big
110;3331.00;9.50;212.00;big
111;2110.00;9.50;177.00;big
111;1945.00;9.50;167.00;big
112;2281.00;9.50;504.00;small
112;2311.00;9.50;553.00;small
113;920.00;9.50;975.00;big
113;892.00;9.50;790.00;big
114;3013.00;9.50;268.00;big
114;3161.00;9.50;330.00;big
115;2867.00;9.50;169.00;big
115;2845.00;9.50;289.00;big
116;3238.00;9.50;814.00;big
116;3198.00;9.50;670.00;big
117;2999.00;9.50;1164.00;big
117;2924.00;9.50;1216.00;big
118;1737.00;9.50;210.00;big
118;1756.00;9.50;65.00;big
119;1468.00;9.50;1856.00;big
119;1664.00;9.50;1833.00;big
120;1991.00;9.50;1908.00;big
120;1873.00;9.50;1762.00;big
121;2761.00;9.50;1587.00;big
121;2650.00;9.50;1711.00;big
122;2988.00;9.50;1325.00;big
122;2925.00;9.50;1340.00;big
123;2834.00;9.50;1515.00;big
123;2858.00;9.50;1423.00;big
124;2097.00;9.50;578.00;big
124;2202.00;9.50;509.00;big
125;1957.00;9.50;465.00;big
125;1887.00;9.50;362.00;big
126;1858.00;9.50;593.00;big
126;2002.00;9.50;595.00;big
127;2527.00;9.50;284.00;big
127;2681.00;9.50;295.00;big
128;2420.00;9.50;257.00;big
128;2336.00;9.50;292.00;big
129;2257.00;9.50;58.00;big
129;1977.00;9.50;57.00;big
130;2674.00;9.50;105.00;big
130;2490.00;9.50;80.00;big
131;3076.00;9.50;1085.00;big
131;3194.00;9.50;1037.00;big
132;3238.00;9.50;974.00;big
132;3281.00;9.50;897.00;big
133;2653.00;9.50;1807.00;big
133;2558.00;9.50;1911.00;big
134;2263.00;9.50;2011.00;big
134;2390.00;9.50;2020.00;big
135;2543.00;9.50;1987.00;big
135;2457.00;9.50;2002.00;big
136;2415.00;9.50;2110.00;big
136;2480.00;9.50;2171.00;big
137;2228.00;9.50;2518.00;big
137;2311.00;9.50;2616.00;big
138;3382.00;9.50;716.00;big
138;3392.00;9.50;1003.00;big
139;2470.00;9.50;2893.00;big
139;2397.00;9.50;2737.00;big
140;2574.00;9.50;2564.00;big
140;2426.00;9.50;2596.00;big
141;1534.00;9.50;140.00;big
141;1283.00;9.50;108.00;big
142;1777.00;9.50;447.00;big
142;1652.00;9.50;341.00;big
143;1762.00;9.50;2047.00;big
143;1691.00;9.50;1959.00;big
144;1840.00;9.50;2343.00;big
144;1722.00;9.50;2231.00;big
145;806.00;9.50;523.00;big
145;1105.00;9.50;358.00;big
146;2589.00;9.50;2417.00;big
146;2536.00;9.50;2249.00;big
147;1849.00;9.50;2572.00;big
147;1694.00;9.50;2475.00;big
148;3189.00;9.50;1206.00;big
148;3192.00;9.50;1428.00;big
149;3373.00;9.50;1635.00;big
149;3427.00;9.50;1415.00;big
150;3347.00;9.50;2036.00;big
150;3082.00;9.50;2367.00;big
151;1118.00;9.50;1645.00;big
151;1279.00;9.50;1724.00;big
152;718.00;9.50;975.00;big
152;724.00;9.50;1449.00;big
153;949.00;9.50;1490.00;big
153;1009.00;9.50;1195.00;big
154;1614.00;9.50;651.00;big
154;1461.00;9.50;493.00;big
155;1040.00;9.50;644.00;big
155;1254.00;9.50;665.00;big
156;2761.00;9.50;2373.00;big
156;2725.00;9.50;2049.00;big
157;1464.00;9.50;782.00;big
157;1587.00;9.50;816.00;big
158;1688.00;9.50;847.00;big
158;1748.00;9.50;964.00;big
159;2574.00;9.50;2793.00;big
159;2773.00;9.50;2688.00;big
160;3077.00;9.50;1582.00;big
160;2966.00;9.50;1842.00;big
161;1325.00;9.50;2041.00;big
161;1486.00;9.50;2232.00;big
162;1135.00;9.50;2441.00;big
162;871.00;9.50;1979.00;big
163;1581.00;9.50;2488.00;big
163;1695.00;9.50;2748.00;big
164;1937.00;9.50;2692.00;big
164;1894.00;9.50;2861.00;big
165;1371.00;9.50;2715.00;big
165;1507.00;9.50;2928.00;big
166;1916.00;9.50;2178.00;big
166;1871.00;9.50;1989.00;big
167;1968.00;10.65;1890.00;small
167;1999.00;9.70;1946.00;small
168;1853.00;10.25;2398.00;big
168;1810.00;10.75;2502.00;big
169;1280.00;10.28;1534.00;big
169;1326.00;11.10;1476.00;big
170;1673.00;11.03;1696.00;big
170;1599.00;10.88;1731.00;big
171;1787.00;10.98;1620.00;big
171;1750.00;10.25;1734.00;big
172;1835.00;9.70;1561.00;big
172;1762.00;9.80;1493.00;big
173;1048.00;9.73;935.00;big
173;947.00;14.35;862.00;big
174;1226.00;9.70;1099.00;big
174;1130.00;10.10;1113.00;big
175;1260.00;9.75;1250.00;big
175;1079.00;9.70;1287.00;big
176;1257.00;9.80;1001.00;big
176;1157.00;9.70;998.00;big
177;1694.00;11.85;1465.00;big
177;1687.00;9.70;1534.00;big
178;1628.00;10.53;1591.00;big
178;1546.00;9.82;1635.00;big
179;1381.00;9.78;1548.00;big
179;1432.00;9.80;1448.00;big
180;1524.00;9.82;1507.00;big
180;1465.00;10.50;1567.00;big
181;1383.00;9.73;840.00;big
181;1467.00;10.00;871.00;big
182;1665.00;13.70;1060.00;big
182;1700.00;14.65;1136.00;big
183;1635.00;9.70;1294.00;big
183;1686.00;9.70;1387.00;big
184;1465.00;9.70;1474.00;big
184;1558.00;10.50;1416.00;big
185;1600.00;9.70;886.00;big
185;1647.00;9.70;973.00;big
186;1512.00;11.38;928.00;big
186;1537.00;11.18;1018.00;big
187;1604.00;9.80;1176.00;big
187;1583.00;9.80;1120.00;big
188;1390.00;10.25;966.00;big
188;1355.00;12.12;1076.00;big
189;1505.00;11.10;1082.00;big
189;1504.00;9.80;1146.00;big
190;1355.00;9.70;1391.00;big
190;1356.00;9.70;1281.00;big
191;1602.00;9.70;1498.00;big
191;1636.00;10.93;1434.00;big
192;1494.00;10.18;1369.00;big
192;1424.00;9.70;1340.00;big
193;1532.00;9.70;1204.00;big
193;1410.00;9.73;1161.00;big
194;1522.00;9.88;1277.00;big
194;1438.00;9.70;1258.00;big
